name,address,website,b_type,phone
Spanglish Catering,undefined,https://www.spanglish-catering.co.uk/,Catering food and drink supplier,+44 7903 316639
Stack Street Kitchen,"Outside, 185 Mollison Dr, Wallington SM6 9RB, United Kingdom",undefined,Caterer,+44 7535 558698
Kidbay Parties,"Lantern Cottage, Wallington, SM6 0RA, United Kingdom",https://kid-bay.co.uk/,Caterer,+44 7828 507061
London Loves Catering,"Lantern Cottage, The Wood End, Wallington SM6 0RA, United Kingdom",http://londonlovescatering.co.uk/,Caterer,+44 7828 507061
Pizza Project Events,undefined,http://www.thepizzaproject.co.uk/,Caterer,+44 20 8665 1151
The Centre Wallington,"Milton Rd, Wallington, SM6 9RP, United Kingdom",http://thecentrewallington.co.uk/,Function room facility,+44 7813 334513
SAM's Caribbean Kitchen,undefined,https://samscaribbeankitchen.co.uk/order-now,Caterer,+44 7737 724623
P&W Event Hire Ltd,"31 Link Ln, Wallington, SM6 9EA, United Kingdom",http://www.pweventhire.co.uk/,Furniture rental service,+44 20 8037 5802
Grand Sapphire Banqueting & Hotel,"45 Imperial Way, Croydon, CR0 4RR, United Kingdom",http://www.grandsapphire.co.uk/,Caterer,+44 20 8686 2905
D Parker & Son,"4 Central Avenue, (Off The Chase), Wallington SM6 8NX, United Kingdom",undefined,Butcher shop,+44 20 8688 6416
Customised & Personalised Catering,"8 Wordsworth Rd, Wallington, SM6 9RH, United Kingdom",undefined,Caterer,+44 7794 829493
Scotts of Carshalton,"5-7 Green Wrythe Ln, Carshalton, SM5 2DS, United Kingdom",http://www.scottsofcarshalton.co.uk/,Caterer,+44 20 8647 2503
Caterlink,"Unit 2 Sutton Business Centre, Wallington, SM6 7AH, United Kingdom",https://caterlinkltd.co.uk/,Caterer,+44 20 8619 0801
Taylored Katering,"Woodmansterne Street, Banstead, SM7 3NL, United Kingdom",undefined,Catering,+44 7894 580883
Taste Creative,"31 Wyatt Rd, Staines-upon-Thames, Staines TW18 2AY, United Kingdom",http://www.taste-creative.co.uk/,Caterer,+44 7967 560713
The Galloping Gourmet,"Capital Business Centre, 22 Carlton Rd, South Croydon CR2 0BS, United Kingdom",undefined,Caterer,+44 20 8916 2146
Saams Function Hall,"6-12 London Rd, Morden, SM4 5BQ, United Kingdom",http://www.saamshall.co.uk/,Caterer,+44 7883 815195
Food For Thought,"12 Shelvers Way, Epsom, Tadworth KT20 5QN, United Kingdom",http://www.foodforthoughtkingswood.co.uk/,Caterer,+44 1737 352905
Federation Of Bangladeshi Caterers,"Cosdach Ave, Wallington, SM6 9RA, United Kingdom",undefined,Charity,+44 20 8669 8160
Heena's - Event Caterers,"112 Park Rd, Hounslow, TW3 2HB, United Kingdom",https://www.heenas.co.uk/,Caterer,+44 20 8894 7779
Croygas Sports Club,"48 Mollison Dr, Wallington, SM6 9BY, United Kingdom",https://www.croygas.com/sports,Sports club,+44 20 8647 7792
Black Velvet Catering,"46 Beddington Grove, Wallington, SM6 8LD, United Kingdom",undefined,Caterer,+44 20 8408 6000
Warburtons London Caterers,"86 Highbury Park, London, N5 2XE, United Kingdom",http://www.warburtonscatering.com/,Caterer,+44 7717 683651
Nyesha's Kitchen,"13A Stafford Rd, Croydon, CR0 4NG, United Kingdom",https://nyeshaskitchen.co.uk/order-now,Restaurant,+44 7728 312071
Tierney's Caterers,"316 High St, Sutton, SM1 1PR, United Kingdom",http://tierneyscaterers.co.uk/,Caterer,+44 20 8643 9199
Dobbies Waterfall Café,"Woodmansterne Ln, Wallington, SM6 0SU, United Kingdom",undefined,Cafe,undefined
Bandon's Sandwich House,"157 Stafford Rd, Wallington, SM6 9BT, United Kingdom",http://www.bandons.co.uk/,Coffee shop,+44 20 8647 3388
The Real Coffee Co Ltd,"Surrey County, 272 London Rd, Wallington SM6 7DJ, United Kingdom",http://www.therealcoffeeco.com/,Tea and coffee shop,+44 20 8150 8049
Starbucks,"330 Purley Way, Croydon, CR0 4XJ, United Kingdom",https://www.starbucks.co.uk/store-locator/store/1031677/,Coffee shop,undefined
TN FOOD & WINE LTD,"15 Manor Rd, Wallington, SM6 0BW, United Kingdom",undefined,Convenience store,+44 20 8395 5282
The Whispering Moon - JD Wetherspoon,"25 Ross Parade, Wallington, SM6 8QF, United Kingdom",https://www.jdwetherspoon.com/pubs/all-pubs/england/london/the-whispering-moon-wallington,Breakfast restaurant,+44 20 8647 7020
McDonald's,"Marlowe Wy, Wallington, Croydon, CR0 4XS, United Kingdom",https://www.mcdonalds.com/gb/en-gb.html,Breakfast restaurant,+44 20 8665 6433
Sweet Cuppa,"17 Beynon Rd, Carshalton, SM5 3RL, United Kingdom",undefined,Coffee shop,+44 7359 068146
The Connoisseur,"144, 144-146, 146 Stafford Rd, Wallington SM6 9BS, United Kingdom",undefined,Convenience store,+44 20 8669 2563
Shell,"102 Manor Rd, Wallington, SM6 0DW, United Kingdom",https://find.shell.com/gb/fuel/12038626-shell-budgens-wallington,Coffee shop,+44 20 8835 2812
Budgens,"102 Manor Rd, Wallington, SM6 0DW, United Kingdom",http://www.budgens.co.uk/our-stores/wallington,Convenience store,+44 20 8647 9114
